hw1;hw2;tw;bf1;tf1;bf2;tf2;psi;L;y_Mcr_u_eq
900;360;7.71;900;35.53;900;35.53;0.75;25200;1.196535469
300;300;3.48;150;3.48;150;3.48;0.5;3000;1.311254094
500;200;3.4;125;7.7;125;7.7;0.25;7000;1.738755226
900;257;7.71;225;14.68;225;14.68;0.25;32400;1.670105383
700;233;8.13;525;36.2;525;36.2;-0.5;21000;2.786985525
900;600;36;900;36;900;36;0.75;23400;1.167802642
900;360;16.2;900;68.68;900;68.68;1;7200;0.984609944
400;200;16;400;16;400;16;0;11200;1.986249876
1000;286;40;750;46.18;750;46.18;0;6000;2.03049118
700;350;2.33;350;25.42;350;25.42;1;16800;1.03075103
700;700;6;700;48.26;700;48.26;1;15400;1.022083125
900;900;3.34;675;34.11;675;34.11;-0.5;18000;2.614224525
600;171;24;450;24;450;24;0;14400;2.035112646
700;233;3.36;700;9.58;700;9.58;1;18200;0.97768282
800;320;9.29;600;43.58;600;43.58;1;27200;1.039332583
400;114;7.2;100;7.2;100;7.2;0.5;13600;1.367856615
600;400;2;450;9.47;450;9.47;1;20400;1.007958419
300;120;1.26;225;6.39;225;6.39;-1;3000;2.367288484
700;467;2.33;350;17.68;350;17.68;0.25;5600;1.585226708
500;200;2.81;375;18.95;375;18.95;-1;14000;2.706772254
400;160;1.92;200;2;200;2;-0.5;4000;2.938777681
500;500;1.67;500;40;500;40;1;18000;1.026163471
400;100;1.48;100;3.95;100;3.95;-0.25;2400;2.610768434
900;300;3;675;26.64;675;26.64;-0.25;14400;2.580429067
900;300;3.77;675;46.54;675;46.54;1;9000;1.002356508
600;240;2;150;2.61;150;2.61;0.5;15600;1.690417671
600;300;5.14;450;31.03;450;31.03;-0.5;3600;2.68860415
700;200;2.6;175;8.2;175;8.2;0.5;9800;1.4973082
800;200;32;200;32;200;32;0.5;32000;1.317768582
500;500;3.4;125;6.78;125;6.78;0;2000;1.825454865
500;143;1.86;500;36.32;500;36.32;0.5;12000;1.423024027
300;75;5.4;75;5.4;75;5.4;0.5;600;1.199262542
700;233;28;525;28;525;28;0.25;4200;1.603385163
600;600;5.14;600;21.47;600;21.47;-0.75;13200;2.853186497
700;233;28;700;28;700;28;-1;25200;2.658572057
700;700;8.13;350;8.13;350;8.13;0;9800;1.86762374
900;225;10.45;450;21.08;450;21.08;0;18000;2.185351879
700;175;3.94;350;21.55;350;21.55;-0.25;5600;2.650223851
1000;667;8.57;1000;68.95;1000;68.95;-0.5;38000;2.620527923
400;114;3.43;300;17.37;300;17.37;-0.75;8800;3.186951788
400;133;3.43;200;11.58;200;11.58;-0.25;13600;2.409707996
700;700;8.13;700;37.95;700;37.95;-0.25;7000;2.149070398
800;533;14.4;400;14.4;400;14.4;0;30400;1.964420361
300;150;1.44;75;5.72;75;5.72;-0.5;10200;2.672960965
800;320;3.84;800;64;800;64;-0.25;11200;2.462470699
500;200;20;125;20;125;20;-0.25;9000;2.186464852
500;333;2.4;125;4.47;125;4.47;-0.5;20000;2.869376094
700;175;2.6;525;18.79;525;18.79;0.5;7000;1.344426805
500;500;9;500;19.74;500;19.74;0.5;12000;1.33941622
400;114;2.72;400;21.68;400;21.68;0;8800;2.099464644
300;100;1.44;150;8.13;150;8.13;0.75;9600;1.2385633
600;600;3.38;450;27.71;450;27.71;0.75;20400;1.164754191
600;200;10.8;600;48;600;48;0.5;16800;1.408137229
700;280;28;175;28;175;28;0.75;15400;1.134929006
900;600;4.32;225;9.71;225;9.71;0;19800;2.002238536
400;400;1.33;200;2;200;2;1;6400;1.006029401
500;250;2.4;125;6.32;125;6.32;0;18000;2.019050405
600;240;10.8;150;10.8;150;10.8;-0.5;7200;2.873220114
800;229;14.4;200;14.4;200;14.4;0;12800;2.023185156
400;100;4.65;400;15.79;400;15.79;1;16000;1.059066088
500;500;2.81;500;23.42;500;23.42;-0.25;19000;2.212965832
400;160;1.48;400;20.21;400;20.21;0.5;5600;1.37724621
300;120;2.04;150;8.13;150;8.13;-0.5;3000;2.978401681
800;533;2.67;400;15.79;400;15.79;-0.75;8000;2.950797158
900;600;10.45;225;10.45;225;10.45;0.5;23400;1.414025589
900;600;6.11;900;52.11;900;52.11;0.5;16200;1.362892395
500;333;2.09;375;5.13;375;5.13;0.75;12000;1.144688706
800;400;2.67;800;61.05;800;61.05;0.5;14400;1.383860907
500;500;9;125;9;125;9;0;6000;1.844324168
300;75;12;225;12;225;12;0.5;1800;1.315032906
600;300;6.97;300;15.16;300;15.16;0.5;19200;1.436413611
700;467;2.93;350;15.11;350;15.11;0.5;25200;1.409281679
900;300;3.77;225;3.77;225;3.77;-0.5;23400;3.516757118
400;160;1.33;300;16.26;300;16.26;-0.5;8000;2.964739021
500;143;3.4;250;20;250;20;-0.25;12000;2.413834421
600;200;6.97;600;36.95;600;36.95;0.5;15600;1.420466793
700;350;3.36;350;9.95;350;9.95;-1;5600;2.48754003
700;200;8.13;350;8.66;350;8.66;0.5;8400;1.342694078
500;200;9;250;9;250;9;0.25;5000;1.632188711
700;280;6;525;24.59;525;24.59;-0.25;23800;2.415691378
600;200;10.8;450;34.34;450;34.34;1;2400;0.890850219
700;200;12.6;525;38.13;525;38.13;0.75;16800;1.214872978
800;320;4.5;800;64;800;64;0;11200;2.032142309
1000;667;3.71;500;36.32;500;36.32;-1;14000;2.752995806
1000;667;40;500;40;500;40;-0.75;4000;2.715953246
600;171;24;600;24;600;24;-0.25;8400;2.610365837
400;133;4.65;300;14.05;300;14.05;0.75;14400;1.204731351
500;500;20;500;23.42;500;23.42;1;15000;1.01770961
600;600;2.51;600;8.21;600;8.21;1;10800;0.990787772
700;700;3.36;175;10.13;175;10.13;1;16800;1.036227757
900;600;16.2;900;52.11;900;52.11;-1;21600;2.750599687
1000;333;4.19;250;5.26;250;5.26;0.5;30000;1.655618737
1000;250;8.57;1000;57.89;1000;57.89;0.5;22000;1.446103676
500;167;2.09;250;5.26;250;5.26;-0.5;10000;3.174742721
800;267;2.67;400;8.42;400;8.42;1;9600;0.955687627
600;150;3.38;150;3.38;150;3.38;0.75;7200;1.168989626
900;300;16.2;900;35.53;900;35.53;1;34200;1.04791131
500;500;5.81;500;8.68;500;8.68;0.25;8000;1.53781157
300;150;2.57;300;6.32;300;6.32;-0.25;10800;2.465817202
800;229;5.43;400;11.37;400;11.37;-0.75;20800;3.561671161
400;400;4.65;400;5.47;400;5.47;1;14400;1.006100239
400;160;1.67;300;19.58;300;19.58;0.75;14400;1.191814043
900;900;7.71;675;31.62;675;31.62;1;34200;1.060712958
1000;400;8.57;1000;35.79;1000;35.79;-0.75;16000;3.041714664
1000;1000;4.8;750;60;750;60;-0.75;28000;2.836904965
800;320;6.86;800;40.42;800;40.42;-0.5;17600;2.939312059
300;300;1.44;225;15.51;225;15.51;-0.75;9600;2.836292298
600;600;24;450;36;450;36;1;8400;1.011157833
700;700;4.75;350;9.95;350;9.95;0.75;12600;1.159823275
500;333;1.86;500;34.47;500;34.47;-0.25;14000;2.293586669
700;700;4.75;700;35.37;700;35.37;1;15400;1.014936842
500;250;2.81;250;18.16;250;18.16;-1;17000;2.823856879
500;167;1.86;375;28.62;375;28.62;0;6000;2.073116309
600;240;6.97;300;24;300;24;1;18000;1.061764438
900;600;3;450;6.16;450;6.16;-0.5;16200;2.838550002
900;225;36;900;45.47;900;45.47;-0.25;14400;2.635220744
400;160;4.65;400;9.89;400;9.89;1;15200;1.03058666
500;167;3.4;125;10;125;10;-0.5;17000;2.68668837
900;900;7.71;225;13.86;225;13.86;0;27000;1.899016899
700;350;28;525;28;525;28;-0.25;15400;2.377423582
1000;500;40;500;40;500;40;0.25;38000;1.585409244
300;200;1.69;75;2.41;75;2.41;0.75;3600;1.161242625
1000;400;6.79;250;6.79;250;6.79;0.75;26000;1.336696125
700;200;4.75;175;10.13;175;10.13;1;9800;1.093091314
300;86;1.44;75;5.17;75;5.17;0;4200;2.171825712
700;233;2.33;175;10.13;175;10.13;0.75;12600;1.245606613
400;100;16;200;16;200;16;-0.5;4000;3.02309968
500;500;3.4;375;13.42;375;13.42;1;17000;1.014996915
500;200;1.67;500;36.32;500;36.32;0.75;16000;1.195730122
500;167;5.81;125;5.81;125;5.81;0.75;1000;1.014010474
700;200;2.6;525;32.33;525;32.33;1;15400;1.050401778
300;75;1.26;150;5.37;150;5.37;1;4800;1.050919597
600;200;3.38;450;11.13;450;11.13;0.75;16800;1.182855984
500;500;2.81;125;5.86;125;5.86;0;10000;1.926445227
800;267;3.84;800;28.63;800;28.63;0.5;25600;1.419549634
500;143;5.81;500;23.42;500;23.42;1;20000;1.052257727
400;160;1.67;100;2.47;100;2.47;0.5;12800;1.606562015
300;150;5.4;75;5.72;75;5.72;-1;4200;2.729745308
300;300;2.04;75;5.17;75;5.17;-0.5;600;2.342560327
300;86;1.69;75;4.62;75;4.62;0.25;4800;1.782788142
900;300;7.71;675;31.62;675;31.62;0.25;23400;1.703230479
600;240;6.97;600;32.53;600;32.53;-0.75;14400;3.119330611
400;267;16;300;21.79;300;21.79;-1;6400;2.709052162
800;200;6.86;400;12.84;400;12.84;-0.5;19200;3.160009002
300;200;1.26;75;3.51;75;3.51;-0.5;8400;2.864096832
300;100;12;75;12;75;12;-0.25;3000;2.296487593
900;360;5.06;900;52.11;900;52.11;0.75;10800;1.162528948
900;300;3;450;17.76;450;17.76;0.75;23400;1.267153077
500;250;1.67;125;5.39;125;5.39;0.25;12000;1.70926507
500;143;1.67;500;34.47;500;34.47;1;17000;1.048751082
800;800;14.4;200;14.4;200;14.4;-0.5;24000;2.45717658
900;257;7.71;675;14.21;675;14.21;0;25200;2.132667655
900;600;3;450;36;450;36;0;5400;1.903650103
500;333;2.81;500;21.58;500;21.58;0.5;17000;1.368446315
1000;1000;3.33;250;15.39;250;15.39;-0.5;34000;2.60809472
400;100;16;100;16;100;16;1;12800;0.980485651
1000;500;40;250;40;250;40;-0.75;6000;2.933549646
900;900;7.71;900;72;900;72;0;9000;1.821967613
900;225;10.45;675;44.05;675;44.05;0.25;27000;1.687303587
800;533;14.4;200;14.4;200;14.4;-0.25;25600;2.196116458
300;100;1;225;3.08;225;3.08;0.25;2400;1.57471616
500;500;3.4;250;19.08;250;19.08;-0.25;18000;2.2000659
800;229;3.84;200;4.21;200;4.21;-1;16000;3.184463537
1000;286;3.71;500;8.68;500;8.68;0.25;4000;1.527285841
300;300;1.11;225;6.39;225;6.39;-0.25;9000;2.22549251
800;229;32;400;32;400;32;-1;32000;2.642894857
300;200;5.4;150;5.4;150;5.4;-1;2400;2.605423108
900;360;5.06;225;9.71;225;9.71;0;36000;2.066738485
400;400;7.2;200;14.53;200;14.53;-0.75;15200;2.826069
500;200;2.81;125;8.16;125;8.16;-0.25;19000;2.335724459
900;257;5.06;675;39.08;675;39.08;0.25;34200;1.687942885
900;450;36;450;36;450;36;-0.5;34200;2.5497916
900;900;10.45;450;16.11;450;16.11;0.25;21600;1.56498732
1000;286;3.71;250;7.11;250;7.11;1;4000;0.907603429
700;200;12.6;175;12.6;175;12.6;1;16800;1.017394073
300;300;2.57;225;2.57;225;2.57;0;6000;1.873909818
400;160;1.48;400;24.63;400;24.63;0;12800;1.981215377
1000;286;11.61;750;40.66;750;40.66;-0.25;8000;2.576220047
500;143;2.4;500;21.58;500;21.58;-0.5;9000;3.086009704
800;267;2.97;200;14.53;200;14.53;0.75;11200;1.239498419
300;86;12;225;17.17;225;17.17;-1;12000;2.80068784
500;125;1.86;375;10.66;375;10.66;0.25;3000;1.56180453
400;133;7.2;200;16;200;16;0.25;11200;1.673661479
500;143;3.4;250;15.39;250;15.39;0.75;19000;1.222829097
1000;1000;4.8;1000;68.95;1000;68.95;-0.25;38000;2.192667613
500;143;9;500;38.16;500;38.16;0.5;12000;1.426410028
1000;500;5.62;500;19.74;500;19.74;-0.25;10000;2.441476927
900;300;4.32;900;52.11;900;52.11;0.25;7200;1.623019852
1000;250;8.57;250;15.39;250;15.39;0.5;10000;1.44338607
800;229;9.29;600;12.63;600;12.63;0.5;30400;1.597793813
400;100;2.72;400;23.16;400;23.16;-0.5;7200;3.073291965
900;257;3.77;225;3.77;225;3.77;0.5;16200;1.533215237
400;200;1.48;200;11.58;200;11.58;0.75;10400;1.221530587
500;250;20;500;20;500;20;1;13000;1.021187454
700;175;12.6;350;12.6;350;12.6;0.75;7000;1.131659613
900;300;3.34;450;24.39;450;24.39;1;16200;1.053412583
1000;333;4.19;250;8.03;250;8.03;-1;36000;3.220895976
1000;333;6.79;500;34.47;500;34.47;0.25;22000;1.687439482
700;200;12.6;350;13.82;350;13.82;-1;15400;2.555363825
600;150;2.23;450;27.71;450;27.71;-0.5;7200;3.110704852
600;171;2;450;16.11;450;16.11;0.25;8400;1.685577144
600;600;2;300;20.68;300;20.68;0;13200;1.865232072
600;300;10.8;300;10.8;300;10.8;-0.25;22800;2.395153123
600;240;2;300;15.16;300;15.16;-0.25;19200;2.443216149
300;86;1.69;150;3.16;150;3.16;-1;9600;3.099726025
300;300;1.11;150;8.13;150;8.13;-0.25;10200;2.235098407
300;150;2.57;225;16.34;225;16.34;-0.75;7800;3.013894852
700;700;2.93;525;16.86;525;16.86;0;23800;1.865486507
300;120;1.26;75;4.89;75;4.89;0.5;11400;1.436695641
1000;1000;4.8;750;7.5;750;7.5;0.75;14000;1.128558343
900;450;5.06;900;28.89;900;28.89;0.75;18000;1.161205638
600;600;4.08;450;14.45;450;14.45;0.75;15600;1.152223307
400;400;1.33;400;17.26;400;17.26;1;14400;1.017480941
300;200;1.69;150;5.37;150;5.37;0.25;1800;1.563954261
300;120;12;150;12;150;12;-0.75;10800;2.869567923
700;175;2.33;175;12.07;175;12.07;-0.25;4200;2.644358832
1000;400;18;250;18;250;18;-0.75;32000;2.914675559
700;175;28;350;28;350;28;0.75;2800;1.079809255
400;133;4.65;300;22.89;300;22.89;0.5;7200;1.417207847
700;233;2.6;700;17.32;700;17.32;-0.5;14000;3.051402753
800;320;6.86;600;28.11;600;28.11;0;22400;2.031510533
700;280;3.36;525;42;525;42;0.75;21000;1.194368739
900;900;7.71;900;65.37;900;65.37;-0.25;7200;2.094611159
800;229;2.97;600;48;600;48;0.75;12800;1.208464536
700;280;4.75;175;4.75;175;4.75;0.5;15400;1.465156531
300;100;12;225;12;225;12;-1;8400;2.630725074
1000;286;5.62;500;10.53;500;10.53;0.5;24000;1.388203555
500;200;4.29;375;9.28;375;9.28;1;8000;0.983631488
800;320;4.5;200;4.5;200;4.5;0;11200;2.162352555
300;150;5.4;225;5.4;225;5.4;-0.75;6600;3.059621411
600;150;5.14;300;14.05;300;14.05;-1;14400;2.65043703
700;200;3.36;175;10.13;175;10.13;0.75;5600;1.178980167
600;171;4.08;150;4.08;150;4.08;0.25;12000;1.887064965
300;100;1.11;225;3.91;225;3.91;-0.5;9600;3.085863596
400;267;16;200;16;200;16;-0.5;6400;2.677107222
400;100;16;300;16;300;16;0.5;3200;1.36100081
1000;400;4.19;500;36.32;500;36.32;-0.25;40000;2.279891571
400;100;2.72;300;24;300;24;1;4800;1.038195962
900;600;4.32;225;10.54;225;10.54;-0.25;9000;2.382009499
600;240;2.23;150;8.13;150;8.13;-0.25;3600;2.500574517
300;200;1.69;75;4.07;75;4.07;0;6600;1.981703586
600;600;2.88;300;17.37;300;17.37;-0.75;19200;2.896714933
600;150;2;450;29.37;450;29.37;0.5;12000;1.456414873
900;225;36;900;48.79;900;48.79;0.75;5400;1.063367251
500;200;2.4;375;6.51;375;6.51;0.5;9000;1.343535555
600;400;4.08;450;21.08;450;21.08;-0.5;10800;2.775587252
500;167;2.81;125;8.16;125;8.16;-0.75;17000;3.09399687
600;400;3.38;450;19.42;450;19.42;0.25;16800;1.618858
1000;500;6.79;500;17.89;500;17.89;-1;12000;2.581262866
500;143;2.4;375;25.86;375;25.86;-0.75;11000;3.152034401
600;600;10.8;450;24.39;450;24.39;0.25;19200;1.575984181
700;280;28;175;28;175;28;-1;4200;2.494813414
800;800;6.86;200;6.86;200;6.86;0;3200;1.825970798
400;200;3.43;100;7.26;100;7.26;1;12000;1.072274467
500;500;1.67;375;23.09;375;23.09;1;8000;1.008514804
400;160;1.33;300;10.74;300;10.74;-0.75;8800;3.113848268
500;333;5.81;125;5.81;125;5.81;-0.75;15000;2.990232685
400;100;16;200;16;200;16;-0.25;4000;2.559660577
300;86;1.26;300;21.79;300;21.79;0.5;9000;1.411759492
500;200;4.29;250;6.18;250;6.18;0.25;15000;1.835939841
400;200;1.67;200;13.79;200;13.79;0;1600;1.894669238
300;200;1;225;10.54;225;10.54;-0.25;9000;2.324674678
700;175;2.6;175;9.49;175;9.49;0.25;8400;1.763912171
400;100;1.67;200;10.84;200;10.84;0.75;4800;1.184489062
400;114;2.72;100;2.72;100;2.72;0;5600;2.249626207
500;250;3.4;500;36.32;500;36.32;-0.75;19000;2.928078245
1000;250;4.8;250;16.32;250;16.32;0.5;2000;1.189250162
600;240;2.51;300;5.21;300;5.21;-0.25;6000;2.49032165
300;300;1.69;75;1.69;75;1.69;-0.75;600;2.543848228
600;200;2.51;450;12.79;450;12.79;-0.25;21600;2.549105897
500;250;2.81;250;17.24;250;17.24;0.75;6000;1.167529343
900;900;36;450;36;450;36;-0.25;27000;2.139755486
300;86;5.4;150;5.92;150;5.92;0.75;10200;1.250932053
1000;667;3.71;500;30.79;500;30.79;1;14000;1.023043391
400;160;1.92;100;4.68;100;4.68;0.25;4000;1.678851792
600;240;4.08;300;21.79;300;21.79;0;20400;1.961146499
700;200;2.6;350;26.71;350;26.71;0.5;25200;1.405136304
800;400;6.86;400;12.84;400;12.84;0.75;30400;1.263320938
700;200;2.6;525;36.2;525;36.2;0;23800;1.977296756
600;240;10.8;300;16.26;300;16.26;0.75;15600;1.248441915
300;100;1.69;150;3.16;150;3.16;0.25;3000;1.618250946
300;200;1;75;5.45;75;5.45;0.5;6000;1.407159459
1000;286;4.8;250;7.11;250;7.11;-1;34000;3.259085541
1000;250;3.33;750;32.37;750;32.37;-0.5;32000;2.990086585
1000;333;40;750;57.24;750;57.24;1;30000;1.033033196
300;75;1.26;300;12.95;300;12.95;-0.75;10200;3.180433596
800;533;3.84;600;8.21;600;8.21;1;14400;0.988827449
300;86;1.44;75;4.89;75;4.89;0;4800;2.160076731
400;100;1.67;400;20.21;400;20.21;-1;16000;2.723839256
400;100;16;200;16;200;16;0;4800;2.058630879
300;120;2.04;75;2.13;75;2.13;0;4200;2.151578983
300;200;12;300;12;300;12;1;7200;1.016116395
500;200;2.81;250;8.03;250;8.03;1;12000;1.015437199
400;100;1.67;200;7.89;200;7.89;-0.5;11200;3.169379532
1000;500;5.62;250;17.24;250;17.24;1;22000;1.05696376
300;300;2.57;150;12;150;12;-0.5;1200;2.364241286
700;233;2.93;525;18.79;525;18.79;0.5;12600;1.392262089
900;600;3;900;35.53;900;35.53;-0.75;16200;2.959803511
700;175;3.94;700;40.53;700;40.53;-0.75;26600;3.067668638
600;200;2.51;150;9.79;150;9.79;0;2400;2.004603355
800;320;9.29;800;25.68;800;25.68;0.25;22400;1.688213167
900;360;3;675;9.24;675;9.24;-0.5;34200;3.312546898
700;350;3.94;350;3.94;350;3.94;0;21000;2.249192563
900;360;6.11;900;65.37;900;65.37;-0.75;16200;3.081958037
400;400;1.33;300;16.26;300;16.26;1;4800;0.998447547
500;167;3.4;500;17.89;500;17.89;0.75;13000;1.200292382
1000;286;4.8;1000;54.21;1000;54.21;-0.75;40000;3.054562013
400;114;7.2;200;14.53;200;14.53;1;12000;1.069576492
400;267;1.33;400;32;400;32;-0.25;7200;2.312784343
500;250;1.86;375;12.04;375;12.04;-0.75;20000;3.203293691
1000;1000;11.61;750;26.84;750;26.84;1;36000;1.016231624
300;120;1.44;150;7.03;150;7.03;0.25;7800;1.741950185
500;167;5.81;500;32.63;500;32.63;1;11000;1.050476968
1000;333;6.79;500;19.74;500;19.74;-0.25;38000;2.508569377
800;400;9.29;200;11.58;200;11.58;0.25;22400;1.671475896
400;100;7.2;300;7.42;300;7.42;-0.75;12000;3.173669155
900;600;36;900;36;900;36;0.5;28800;1.36122007
1000;250;4.19;500;5;500;5;0.5;40000;1.697192333
900;360;4.32;225;11.37;225;11.37;0;3600;1.976485245
400;267;7.2;300;9.63;300;9.63;-0.25;3200;2.293995378
600;240;10.8;150;11.45;150;11.45;-1;21600;2.694451209
600;171;4.08;600;41.37;600;41.37;0.75;6000;1.165723268
300;300;12;150;12;150;12;-1;10800;2.71778156
800;533;4.5;400;24.63;400;24.63;1;19200;1.021661662
800;267;5.43;400;15.79;400;15.79;-1;12800;2.674485813
500;167;3.4;500;10.53;500;10.53;0;4000;1.961305115
1000;250;4.8;250;12.63;250;12.63;0.5;10000;1.431844894
300;150;1;75;3.51;75;3.51;-1;12000;3.143352379
800;800;5.43;200;6.42;200;6.42;-0.75;8000;2.872145624
600;240;4.08;300;10.74;300;10.74;1;12000;1.048838478
700;233;2.6;175;9.49;175;9.49;-0.5;4200;3.017346
1000;250;40;500;40;500;40;0.25;20000;1.653257224
600;300;4.08;600;48;600;48;0.25;14400;1.646108739
1000;286;40;750;40;750;40;0.25;40000;1.660685419
600;150;2.88;300;3;300;3;-1;7200;2.16070148
300;75;1.69;300;21.79;300;21.79;0.5;9000;1.41825378
800;533;9.29;600;10.42;600;10.42;0;11200;1.924222237
400;114;1.92;100;3.21;100;3.21;0.25;7200;1.839310899
500;500;4.29;250;12.63;250;12.63;-0.75;20000;2.894959861
700;175;4.75;700;53.42;700;53.42;-1;22400;2.737832394
500;125;2.4;125;2.4;125;2.4;-0.25;14000;2.93732672
800;800;3.84;800;8;800;8;0.5;19200;1.3147819
900;225;5.06;450;29.37;450;29.37;-1;18000;2.757213871
700;700;3.36;350;8.66;350;8.66;0;2800;1.751765725
700;350;12.6;175;12.6;175;12.6;-1;18200;2.777532045
500;250;2.81;375;9.28;375;9.28;-1;9000;2.588379234
400;100;1.48;200;10.84;200;10.84;-0.5;15200;2.829826021
400;200;1.48;100;3.95;100;3.95;1;2400;0.972571775
600;300;4.08;150;4.08;150;4.08;-1;19200;3.145073185
800;320;6.86;400;29.05;400;29.05;-0.75;20800;3.117941275
400;400;1.33;100;6.53;100;6.53;0.75;11200;1.212010883
900;600;7.71;675;26.64;675;26.64;-0.75;32400;2.987560839
800;800;32;800;32;800;32;0.25;30400;1.566795902
400;400;2.25;200;2.74;200;2.74;0.5;4800;1.312131853
400;267;1.33;200;13.05;200;13.05;0.5;2400;1.319795829
300;120;12;225;12;225;12;0;8400;1.972224504
600;150;2.88;450;7.82;450;7.82;0.25;9600;1.652458935
400;267;7.2;400;24.63;400;24.63;0.25;15200;1.610160098
500;143;2.09;250;17.24;250;17.24;-0.5;9000;3.022542355
700;350;8.13;175;8.84;175;8.84;-0.5;16800;2.783025505
300;150;3.48;150;8.13;150;8.13;-0.5;4800;2.938029743
400;114;1.92;400;17.26;400;17.26;-1;16000;2.715053603
300;200;1.69;150;2.61;150;2.61;0.5;6000;1.374371336
600;600;2;150;2;150;2;-0.25;9600;2.267504368
500;143;2.09;125;3.55;125;3.55;-0.5;19000;3.21855881
800;533;3.35;600;32.53;600;32.53;0.25;9600;1.60010998
800;200;14.4;600;23.68;600;23.68;-0.75;11200;3.092986064
800;400;9.29;800;34.53;800;34.53;-0.75;16000;3.065372948
400;400;7.2;300;7.2;300;7.2;-0.25;5600;2.198577662
700;467;12.6;700;32.79;700;32.79;0.5;8400;1.340411956
700;467;2.33;350;13.82;350;13.82;-1;25200;2.890132668
600;300;4.08;450;9.47;450;9.47;0.5;14400;1.361816052
400;133;1.33;200;9.37;200;9.37;0;6400;2.126868602
800;800;14.4;400;21.68;400;21.68;-0.75;19200;2.850818785
600;300;3.38;600;12.63;600;12.63;1;20400;1.01224193
700;350;3.36;175;6.91;175;6.91;-0.75;28000;3.258820442
500;167;5.81;500;40;500;40;0.75;15000;1.20500305
400;400;1.48;200;7.89;200;7.89;0.25;9600;1.566062584
900;600;36;900;65.37;900;65.37;1;19800;1.030251037
600;600;5.14;150;11.45;150;11.45;0.25;21600;1.594969116
500;333;1.86;125;5.39;125;5.39;1;15000;1.116346527
800;200;4.5;600;23.68;600;23.68;-0.5;19200;3.126566825
800;320;3.84;400;6.95;400;6.95;0.75;22400;1.327439102
300;300;5.4;300;8.53;300;8.53;-0.75;4200;2.781935529
500;125;9;250;9;250;9;0.5;12000;1.406217619
400;400;1.67;300;15.16;300;15.16;0.25;14400;1.573626044
1000;500;40;1000;40;1000;40;0.25;14000;1.631980888
400;100;16;400;18.74;400;18.74;0.75;14400;1.204941492
600;400;6.97;300;6.97;300;6.97;0.75;21600;1.257584419
800;320;9.29;400;27.58;400;27.58;-0.25;20800;2.420992993
600;400;24;150;24;150;24;0;24000;1.802574245
900;300;7.71;900;25.58;900;25.58;0.25;19800;1.697531997
700;350;8.13;525;16.86;525;16.86;-1;23800;2.707778202
1000;333;4.19;1000;28.42;1000;28.42;-0.25;18000;2.579256752
1000;250;18;500;28.95;500;28.95;0.25;28000;1.733471978
800;320;9.29;800;37.47;800;37.47;1;14400;1.023212554
900;300;3.77;225;3.91;225;3.91;0.5;30600;1.647828649
1000;500;40;250;40;250;40;-1;18000;2.549790286
300;200;1.44;300;19.58;300;19.58;0.25;10200;1.611097507
700;467;4.75;350;11.24;350;11.24;0.5;2800;1.280320876
600;400;10.8;600;30.32;600;30.32;-0.5;13200;2.766756403
900;300;3.77;225;16.34;225;16.34;0.75;21600;1.226852219
600;171;5.14;300;14.05;300;14.05;1;9600;1.065846224
700;200;2.93;350;4.79;350;4.79;1;25200;1.203003611
300;200;12;225;12;225;12;-0.25;5400;2.321666476
700;280;8.13;525;11.05;525;11.05;0.75;7000;1.109859717
800;400;14.4;400;27.58;400;27.58;-1;6400;2.568614311
400;400;3.43;400;27.58;400;27.58;0.25;12800;1.581728609
300;86;5.4;300;16.26;300;16.26;0;11400;2.00324888
900;900;6.11;675;49.03;675;49.03;0.25;32400;1.576072788
700;280;2.33;175;11.42;175;11.42;-1;26600;2.990091249
700;175;12.6;175;12.6;175;12.6;-0.5;15400;2.784021243
700;175;3.36;175;4.97;175;4.97;0.5;9800;1.531948332
700;467;4.75;525;9.12;525;9.12;0.75;8400;1.12968515
600;171;6.97;450;12.79;450;12.79;0.5;9600;1.380905948
800;400;14.4;400;14.4;400;14.4;0.75;11200;1.188797709
400;200;7.2;300;15.16;300;15.16;0;16000;1.992224578
500;250;1.86;375;14.8;375;14.8;0.75;12000;1.175394129
800;200;4.5;800;34.53;800;34.53;0.25;14400;1.737841809
1000;500;18;250;18;250;18;-0.75;38000;2.858501779
400;200;1.92;400;29.05;400;29.05;0.25;4000;1.622613873
400;133;2.25;300;11.84;300;11.84;0.75;12000;1.204931395
1000;667;8.57;1000;54.21;1000;54.21;0.5;18000;1.362326484
900;600;36;450;36;450;36;0;28800;1.866133419
600;300;5.14;600;39.16;600;39.16;0.5;13200;1.393318057
700;280;12.6;525;12.6;525;12.6;1;25200;1.016794722
400;100;1.33;400;21.68;400;21.68;0.5;13600;1.423909463
300;200;1.11;300;16.26;300;16.26;0.5;8400;1.36854863
300;150;1.11;75;4.89;75;4.89;0.25;7200;1.671692394
500;500;2.4;500;30.79;500;30.79;-0.25;15000;2.212874172
300;100;5.4;75;6;75;6;-0.25;7200;2.314791493
900;450;10.45;450;11.13;450;11.13;-0.25;16200;2.518198109
1000;500;6.79;500;16.05;500;16.05;0.25;34000;1.749214799
800;533;3.35;400;15.79;400;15.79;-0.5;28800;2.791964295
400;200;1.33;100;2.47;100;2.47;0.25;1600;1.579620964
800;267;3.35;800;52.21;800;52.21;-0.25;9600;2.53298215
1000;1000;11.61;500;38.16;500;38.16;-0.5;18000;2.606904243
400;160;4.65;400;15.79;400;15.79;-0.75;13600;3.120907558
